Date,Time,Location,Chairperson,Vice Chair,Commissioners Present,Commissioners Absent,Meeting Topic,Approval Status,Vote
2023-05-18,9:30:00  AM,"Commission Chambers, Miami-Dade County","Esteban L. Bovo, Jr.",Unknown,Marleine Bastien; Keon Hardemon; Micky Steinberg; Eileen Higgins; Kevin Marino Cabrera; Raquel A. Regalado; Danielle Cohen Higgins; Kionne L. McGhee; Anthony Rodriguez; Roberto J. Gonzalez; Juan Carlos Bermudez; Sen. Rene Garcia,None,"THE APPLICANT SEEKS TO PERMIT A DISTRICT BOUNDARY CHANGE FROM BU-1A, LIMITED BUSINESS DISTRICT TO IU-1, LIGHT MANUFACTURING DISTRICT TOGETHER WITH A DELETION OF A PRIOR COVENANT IN ORDER TO ALLOW THE APPLICANT TO DEVELOP IN ACCORDANCE WITH THE REQUESTED IU-1 ZONING DISTRICT. IN THE ALTERNATIVE THE APPLICANT SEEKS TO PERMIT LESS PARKING SPACES THAN REQUIRED BY CODE TOGETHER WITH A MODIFICATION OF CONDITIONS OF A PRIOR RESOLUTION AND COVENANT TO ALLOW A REVISION OF THE ALLOWABLE USES AND THE GOVERNING SITE PLAN AS IT APPLIES TO THE SUBJECT PROPERTY.  --",Approved,12
2023-06-22,9:30:00  AM,"Commission Chambers, Miami-Dade County","Esteban L. Bovo, Jr.",Unknown,Marleine Bastien; Micky Steinberg; Eileen Higgins; Kevin Marino Cabrera; Raquel A. Regalado; Danielle Cohen Higgins; Anthony Rodriguez; Roberto J. Gonzalez; Juan Carlos Bermudez; Sen. Rene Garcia,None,"THE APPLICATION IS TO PERMIT A REZONING OF THE SUBJECT PARCEL FROM BU-2, SPECIAL BUSINESS DISTRICT, TO RMD, RESIDENTIAL MODIFIED DISTRICT. ADDITIONALLY, THE APPLICATION SEEKS TO DELETE A PRIOR DECLARATION OF RESTRICTIONS. --",Deferred,8
2023-07-19,9:30:00  AM,"Commission Chambers, Miami-Dade County","Esteban L. Bovo, Jr.",Unknown,"Oliver G. Gilbert, III; Marleine Bastien; Keon Hardemon; Micky Steinberg; Eileen Higgins; Kevin Marino Cabrera; Raquel A. Regalado; Danielle Cohen Higgins; Kionne L. McGhee; Anthony Rodriguez; Roberto J. Gonzalez; Juan Carlos Bermudez; Sen. Rene Garcia",None,"THE APPLICATION IS TO PERMIT A REZONING OF THE SUBJECT PARCEL FROM BU-2, SPECIAL BUSINESS DISTRICT, TO RMD, RESIDENTIAL MODIFIED DISTRICT. ADDITIONALLY, THE APPLICATION SEEKS TO DELETE A PRIOR DECLARATION OF RESTRICTIONS. --",Approved,11
2023-09-20,9:30:00  AM,"Commission Chambers, Miami-Dade County","Esteban L. Bovo, Jr.",Unknown,"Oliver G. Gilbert, III; Marleine Bastien; Keon Hardemon; Eileen Higgins; Kevin Marino Cabrera; Raquel A. Regalado; Danielle Cohen Higgins; Kionne L. McGhee; Anthony Rodriguez; Juan Carlos Bermudez; Sen. Rene Garcia",None,"THE APPLICANT SEEKS APPROVAL OF A DISTRICT BOUNDARY CHANGE ON THE SUBJECT PROPERTY FROM RU-1, SINGLE-FAMILY DISTRICT, TO RU-3M, MINIMUM APARTMENT HOUSE DISTRICT.  --",Approved,7
2023-10-19,9:30:00  AM,"Commission Chambers, Miami-Dade County","Esteban L. Bovo, Jr.",Unknown,"Oliver G. Gilbert, III; Marleine Bastien; Micky Steinberg; Kevin Marino Cabrera; Raquel A. Regalado; Danielle Cohen Higgins; Kionne L. McGhee; Roberto J. Gonzalez; Sen. Rene Garcia",None,"THE APPLICANT SEEKS APPROVAL OF A DISTRICT BOUNDARY CHANGE ON THE SUBJECT PROPERTY FROM RU-1, SINGLE-FAMILY DISTRICT, TO RU-3M, MINIMUM APARTMENT HOUSE DISTRICT.  --",Approved,8
2023-11-16,9:30:00  AM,"Commission Chambers, Miami-Dade County","Esteban L. Bovo, Jr.",Unknown,Marleine Bastien; Keon Hardemon; Eileen Higgins; Kevin Marino Cabrera; Raquel A. Regalado; Danielle Cohen Higgins; Kionne L. McGhee; Anthony Rodriguez; Juan Carlos Bermudez; Sen. Rene Garcia,None,"THE APPLICANT SEEKS TO MODIFY THE CONDITION OF A PRIOR RESOLUTION IN ORDER TO SUBMIT REVISED PLANS SHOWING ADDITIONAL PARKING AREA ONTO THE ADJACENT LOT TO THE SOUTHWEST, FOR THE PREVIOUSLY APPROVED AND EXISTING MEDICAL OFFICE. ADDITIONALLY, THE APPLICANT SEEKS A USE VARIANCE TO ALLOW COMMERCIAL PARKING IN A RESIDENTIAL ZONING DISTRICT WHERE NONE IS ALLOWED BY CODE, ALONG WITH ANCILLARY NON-USE VARIANCES TO WAIVE THE BUFFER WALL WHERE THE BU ZONED LOT ABUTS THE RU ZONED PARCEL, AND TO PERMIT PARKING WITHIN 25' OF SW 76 AVENUE. IN THE ALTERNATIVE TO THE ABOVE SET OF REQUESTS, THE APPLICANT SEEKS TO PERMIT A REZONING OF THE SUBJECT PROPERTY FROM BU-2 AND RU-2, TO BU-2. WITH EITHER OF THE ALTERNATIVES, THE APPLICANT SEEKS TO ALLOW PARKING SPACES THAT DO NOT MEET THE MINIMUM CODE REQUIREMENTS, AND TO PROVIDE LESS THAN THE REQUIRED NUMBER OF STREET TREES ON THE SUBJECT PROPERTY.  --",Approved,6
2023-12-13,9:30:00  AM,"Commission Chambers, Miami-Dade County","Esteban L. Bovo, Jr.",Unknown,Micky Steinberg; Eileen Higgins; Kevin Marino Cabrera; Raquel A. Regalado; Roberto J. Gonzalez; Juan Carlos Bermudez; Sen. Rene Garcia; Anthony Rodriguez,None,"THE APPLICANT SEEKS TO MODIFY THE CONDITION OF A PRIOR RESOLUTION IN ORDER TO SUBMIT REVISED PLANS SHOWING ADDITIONAL PARKING AREA ONTO THE ADJACENT LOT TO THE SOUTHWEST, FOR THE PREVIOUSLY APPROVED AND EXISTING MEDICAL OFFICE. ADDITIONALLY, THE APPLICANT SEEKS A USE VARIANCE TO ALLOW COMMERCIAL PARKING IN A RESIDENTIAL ZONING DISTRICT WHERE NONE IS ALLOWED BY CODE, ALONG WITH ANCILLARY NON-USE VARIANCES TO WAIVE THE BUFFER WALL WHERE THE BU ZONED LOT ABUTS THE RU ZONED PARCEL, AND TO PERMIT PARKING WITHIN 25' OF SW 76 AVENUE. IN THE ALTERNATIVE TO THE ABOVE SET OF REQUESTS, THE APPLICANT SEEKS TO PERMIT A REZONING OF THE SUBJECT PROPERTY FROM BU-2 AND RU-2, TO BU-2. WITH EITHER OF THE ALTERNATIVES, THE APPLICANT SEEKS TO ALLOW PARKING SPACES THAT DO NOT MEET THE MINIMUM CODE REQUIREMENTS, AND TO PROVIDE LESS THAN THE REQUIRED NUMBER OF STREET TREES ON THE SUBJECT PROPERTY.  --",Approved,8
2024-01-24,9:30:00  AM,"Commission Chambers, Miami-Dade County","Esteban L. Bovo, Jr.",Unknown,"Oliver G. Gilbert, III; Marleine Bastien; Keon Hardemon; Eileen Higgins; Kevin Marino Cabrera; Raquel A. Regalado; Danielle Cohen Higgins; Kionne L. McGhee; Anthony Rodriguez; Roberto J. Gonzalez; Juan Carlos Bermudez",None,"THE APPLICANT SEEKS TO PERMIT THE REZONING OF THE SUBJECT PROPERTY FROM GU, INTERIM ZONING DISTRICT AND RU-1, SINGLE-FAMILY RESIDENTIAL TO RU-4L, LIMITED APARTMENT HOUSE DISTRICT. ADDITIONALLY, THE APPLICANT SEEKS APPROVAL FOR THE PARTIAL FILLING OF AN EXISTING LAKE.  --",Approved,8
2024-02-22,9:30:00  AM,"Commission Chambers, Miami-Dade County","Esteban L. Bovo, Jr.",Unknown,"Oliver G. Gilbert, III; Marleine Bastien; Micky Steinberg; Raquel A. Regalado; Danielle Cohen Higgins; Kionne L. McGhee; Roberto J. Gonzalez; Juan Carlos Bermudez; Sen. Rene Garcia",Keon Hardemon; Anthony Rodriguez,"THE APPLICATION IS TO PERMIT A REZONING ON THE SUBJECT PARCEL FROM RU-2 (DUPLEX USE) TO MCD (MIXED-USE DISTRICT), IN ORDER TO ALLOW THE PROPERTY TO BE DEVELOPED WITH A 216 BED GROUP RESIDENTIAL FACILITY. --",Approved,9
2024-03-21,9:30:00  AM,"Commission Chambers, Miami-Dade County","Esteban L. Bovo, Jr.",Unknown,"Oliver G. Gilbert, III; Marleine Bastien; Keon Hardemon; Eileen Higgins; Danielle Cohen Higgins; Kionne L. McGhee; Anthony Rodriguez",Kevin Marino Cabrera; Raquel A. Regalado; Roberto J. Gonzalez; Sen. Rene Garcia,"THE APPLICATION IS TO PERMIT A REZONING ON THE SUBJECT PARCEL FROM RU-2 (DUPLEX USE) TO MCD (MIXED-USE DISTRICT), IN ORDER TO ALLOW THE PROPERTY TO BE DEVELOPED WITH A 216 BED GROUP RESIDENTIAL FACILITY. --",Deferred,Unknown
2024-04-18,9:30:00  AM,"Commission Chambers, Miami-Dade County","Esteban L. Bovo, Jr.",Unknown,Marleine Bastien; Keon Hardemon; Micky Steinberg; Eileen Higgins; Danielle Cohen Higgins; Kionne L. McGhee; Anthony Rodriguez; Juan Carlos Bermudez,Raquel A. Regalado; Roberto J. Gonzalez; Sen. Rene Garcia,"THE APPLICANT IS SEEKING TO PERMIT AN EXISTING CAR DEALERSHIP WITH LESS LOT AREA THAN REQUIRED.  ADDITIONALLY, THE APPLICANT SEEKS ANCILLARY NON-USE VARIANCES FOR THE BUILDING SETBACK, OPEN SPACE AND LANDSCAPING REQUIREMENTS. --",Approved,7
2024-05-23,9:30:00  AM,"Commission Chambers, Miami-Dade County","Esteban L. Bovo, Jr.",Unknown,"Oliver G. Gilbert, III; Marleine Bastien; Micky Steinberg; Kevin Marino Cabrera; Raquel A. Regalado; Danielle Cohen Higgins; Kionne L. McGhee; Anthony Rodriguez; Roberto J. Gonzalez; Sen. Rene Garcia",None,"THE APPLICANT SEEKS TO PERMIT AN EXISTING SINGLE-FAMILY RESIDENCE TO SETBACK LESS THAN REQUIRED FROM THE FRONT (WEST) AND INTERIOR SIDE (NORTH) PROPERTY LINES AND TO PERMIT AN EXISTING UTILITY SHED TO SETBACK LESS THAN REQUIRED FROM THE INTERIOR SIDE (NORTH) PROPERTY LINE. ADDITIONALLY, THE APPLICANT SEEKS TO ALLOW MORE LOT COVERAGE THAN PERMITTED BY CODE AND TO PERMIT AN EXISTING SWIMMING POOL TO SETBACK LESS THAN REQUIRED FROM THE FRONT (WEST) AND SIDE STREET (SOUTH) PROPERTY LINES. --",Approved,10
2024-06-20,9:30:00  AM,"Commission Chambers, Miami-Dade County","Esteban L. Bovo, Jr.",Unknown,"Oliver G. Gilbert, III; Marleine Bastien; Keon Hardemon; Micky Steinberg; Eileen Higgins; Kevin Marino Cabrera; Raquel A. Regalado; Danielle Cohen Higgins; Anthony Rodriguez; Roberto J. Gonzalez; Juan Carlos Bermudez",Kionne L. McGhee,"THE APPLICANT SEEKS TO PERMIT A REZONING OF THE SUBJECT PARCEL FROM AU, AGRICULTURAL DISTRICT, TO RMD, RESIDENTIAL MODIFIED DISTRICT, ON PARCEL ï¿½Aï¿½, AND TO MCD, MIXED-USE CORRIDOR DISTRICT, ON PARCEL ï¿½Bï¿½. ADDITIONALLY, THE APPLICANT IS SEEKING TO ALLOW THE PROPOSED BUILDING TO SETBACK LESS THAN REQUIRED FROM THE REAR AND INTERIOR SIDE PROPERTY LINES THAN REQUIRED BY CODE AND FOR THE LANDSCAPED AREAS ALONG THE REAR (WEST) PROPERTY LINE TO BE LESS THAN PERMITTED BY CODE --",Approved,10
2024-07-17,9:30:00  AM,"Commission Chambers, Miami-Dade County","Esteban L. Bovo, Jr.",Unknown,"Oliver G. Gilbert, III; Keon Hardemon; Micky Steinberg; Eileen Higgins; Raquel A. Regalado; Anthony Rodriguez; Juan Carlos Bermudez; Sen. Rene Garcia",Kionne L. McGhee,"THE APPLICANT SEEKS TO PERMIT A REZONING OF THE SUBJECT PARCEL FROM AU, AGRICULTURAL DISTRICT, TO RMD, RESIDENTIAL MODIFIED DISTRICT, ON PARCEL ï¿½Aï¿½, AND TO MCD, MIXED-USE CORRIDOR DISTRICT, ON PARCEL ï¿½Bï¿½. ADDITIONALLY, THE APPLICANT IS SEEKING TO ALLOW THE PROPOSED BUILDING TO SETBACK LESS THAN REQUIRED FROM THE REAR AND INTERIOR SIDE PROPERTY LINES THAN REQUIRED BY CODE AND FOR THE LANDSCAPED AREAS ALONG THE REAR (WEST) PROPERTY LINE TO BE LESS THAN PERMITTED BY CODE --",Approved,10
